DATAFLOW,LAST UPDATE,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2001,11.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2002,9.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2003,8.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2004,8.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2005,9.0,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2006,8.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2007,8.4,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2008,8.3,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2009,7.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2010,6.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2011,8.0,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2012,7.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2013,7.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2014,7.1,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2015,6.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2016,7.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2017,8.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2018,8.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2019,8.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FI,2020,8.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,1996,6.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,1997,6.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,1998,6.8,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,1999,7.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2000,7.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2001,8.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2002,8.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2006,4.8,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2007,5.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2008,5.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2009,5.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2010,5.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2011,5.7,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2012,5.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2013,5.8,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2014,5.6,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2015,5.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2016,6.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2017,6.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2018,8.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2019,8.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,FR,2020,7.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2002,5.8,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2003,5.7,bu
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2004,6.8,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2005,7.0,bu
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2006,5.8,bu
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2007,5.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2008,3.5,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2009,3.7,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2010,3.0,bu
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2011,2.1,bu
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2012,2.7,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2013,3.2,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2014,5.0,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2015,6.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2016,4.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2017,6.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2018,8.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2019,7.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HR,2020,6.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,1996,94.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,1997,5.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,1998,5.9,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,1999,5.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2000,4.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2001,4.7,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2002,3.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2003,4.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2004,5.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2005,3.7,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2006,4.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2007,4.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2008,5.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2009,4.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2010,3.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2011,4.0,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2012,5.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2013,4.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2014,4.5,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2015,4.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2016,5.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2017,5.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2018,4.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2019,6.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,HU,2020,6.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IE,1996,8.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IE,1997,8.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,1996,12.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,1997,12.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,1998,12.7,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,1999,13.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2000,12.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2001,15.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2002,13.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2003,56.1,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2004,38.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2005,11.8,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2006,14.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2007,14.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2008,15.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2009,10.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2010,8.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2011,10.6,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2012,10.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2013,9.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2014,9.0,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2015,10.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2016,11.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2017,12.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2018,11.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2019,10.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IS,2020,9.0,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,1996,5.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,1997,5.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,1998,6.6,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,1999,5.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2000,5.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2001,6.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2002,5.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2003,5.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2004,3.8,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2005,4.5,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2006,4.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2007,4.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2008,5.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2009,3.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2010,3.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2011,3.7,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2012,3.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2013,3.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2014,3.4,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2015,3.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2016,3.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2017,4.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2018,4.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2019,4.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,IT,2020,4.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2001,8.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2002,9.3,bu
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2003,5.9,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2004,7.5,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2005,7.9,bu
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2006,6.2,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2007,6.9,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2008,7.2,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2009,7.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2010,9.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2011,9.2,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2012,7.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2013,9.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2014,7.3,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2015,9.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2016,12.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2017,9.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2018,11.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2019,12.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LT,2020,12.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,1996,6.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,1997,6.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,1998,6.2,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,1999,6.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2000,6.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2001,9.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2002,7.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2003,3.9,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2004,4.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2005,4.4,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2006,5.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2007,5.3,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2008,5.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2009,8.1,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2010,7.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2011,8.4,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2012,8.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2013,7.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2014,9.2,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2015,8.6,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2016,9.4,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2017,8.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2018,10.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2019,10.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LU,2020,9.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2002,7.0,bu
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2003,10.2,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2004,11.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2005,5.8,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2006,6.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2007,8.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2008,8.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2009,8.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2010,6.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2011,6.3,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2012,6.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2013,6.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2014,6.7,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2015,7.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2016,5.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2017,6.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2018,7.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2019,6.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,LV,2020,4.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,ME,2011,6.0,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,ME,2012,6.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,ME,2013,6.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,ME,2014,4.6,bu
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,ME,2015,4.8,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,ME,2016,4.8,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,ME,2017,4.5,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,ME,2018,4.3,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,ME,2019,4.3,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,ME,2020,4.0,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MK,2006,4.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MK,2007,3.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MK,2008,2.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MK,2009,2.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MK,2010,2.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MK,2011,3.0,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MK,2012,3.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MK,2013,2.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MK,2014,2.5,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MK,2015,2.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MK,2016,3.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MK,2017,3.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MK,2018,3.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MK,2019,5.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MK,2020,5.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MT,2000,,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MT,2001,,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MT,2002,7.4,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,PC,M,MT,2003,,u
