DATAFLOW,LAST UPDATE,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,ES,2014,195.4,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,ES,2015,247.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,ES,2016,275.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,ES,2017,294.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,ES,2018,352.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,ES,2019,366.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,ES,2020,334.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,1996,1408.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,1997,1528.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,1998,1477.0,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,1999,1652.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2000,1708.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2001,1824.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2002,1887.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2003,1473.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2004,1530.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2005,1239.4,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2006,1918.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2007,2155.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2008,2315.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2009,2237.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2010,2075.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2011,2199.9,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2012,2267.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2013,2286.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2014,2409.4,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2015,2685.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2016,2904.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2017,3180.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2018,3366.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU15,2019,3731.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2002,1672.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2003,1294.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2004,1382.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2005,1039.1,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2006,1766.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2007,2050.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2008,2177.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2009,2114.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2010,1956.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2011,1963.7,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2012,2060.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2013,2016.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2014,2075.8,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2015,2363.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2016,2626.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2017,2924.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2018,3076.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2019,3389.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU27_2020,2020,3201.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2002,2111.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2003,1703.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2004,1817.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2005,1498.7,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2006,2205.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2007,2502.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2008,2709.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2009,2611.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2010,2415.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2011,2524.8,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2012,2607.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2013,2639.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2014,2784.1,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2015,3121.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2016,3376.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2017,3690.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2018,3894.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,EU28,2019,4296.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,1996,32.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,1997,38.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,1998,60.3,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,1999,53.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2000,57.8,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2001,65.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2002,58.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2003,47.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2004,52.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2005,48.8,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2006,51.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2007,58.5,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2008,53.9,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2009,52.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2010,47.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2011,49.4,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2012,46.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2013,50.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2014,47.6,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2015,47.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2016,50.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2017,50.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2018,55.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2019,61.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FI,2020,63.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,1996,171.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,1997,172.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,1998,209.1,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,1999,253.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2000,253.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2001,308.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2002,311.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2006,186.1,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2007,198.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2008,224.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2009,280.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2010,238.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2011,295.5,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2012,302.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2013,316.9,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2014,297.2,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2015,385.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2016,427.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2017,461.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2018,466.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2019,565.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,FR,2020,534.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2002,11.1,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2003,8.7,bu
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2004,12.5,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2005,11.1,bu
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2006,10.8,bu
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2007,14.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2008,9.2,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2009,11.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2010,10.5,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2011,6.4,bu
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2012,10.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2013,7.2,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2014,12.7,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2015,11.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2016,19.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2017,20.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2018,21.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2019,18.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HR,2020,23.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,1996,389.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,1997,20.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,1998,22.5,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,1999,21.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2000,19.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2001,18.5,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2002,20.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2003,22.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2004,23.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2005,23.5,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2006,22.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2007,25.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2008,34.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2009,27.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2010,23.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2011,25.7,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2012,35.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2013,40.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2014,33.9,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2015,35.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2016,40.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2017,40.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2018,43.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2019,54.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,HU,2020,61.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IE,1996,14.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IE,1997,16.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,1996,2.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,1997,2.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,1998,2.3,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,1999,2.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2000,2.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2001,3.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2002,3.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2003,15.7,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2004,10.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2005,3.4,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2006,4.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2007,3.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2008,4.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2009,3.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2010,3.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2011,3.0,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2012,3.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2013,3.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2014,3.8,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2015,4.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2016,5.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2017,6.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2018,5.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2019,5.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IS,2020,4.4,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,1996,123.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,1997,129.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,1998,161.4,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,1999,148.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2000,174.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2001,182.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2002,200.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2003,181.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2004,175.3,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2005,175.5,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2006,197.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2007,212.8,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2008,232.1,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2009,179.3,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2010,161.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2011,166.4,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2012,176.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2013,162.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2014,154.5,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2015,161.4,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2016,182.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2017,188.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2018,181.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2019,192.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,IT,2020,194.0,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2001,13.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2002,17.4,bu
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2003,17.0,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2004,13.9,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2005,14.6,bu
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2006,15.6,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2007,18.6,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2008,20.7,u
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2009,23.2,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2010,22.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2011,22.7,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2012,18.7,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2013,20.9,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2014,18.8,b
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2015,21.5,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2016,38.6,
ESTAT:HRST_FL_MOBSEX(1.0),04/02/22 23:00:00,A,Y25-64,THS,F,LT,2017,29.0,
