DATAFLOW,LAST UPDATE,freq,unit,category,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NL,2018,6.4,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NL,2019,5.4,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NL,2020,6.5,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NL,2021,7.7,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,1996,6.3,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,1997,6.1,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,1998,4.9,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,1999,4.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2000,4.1,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2001,4.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2002,5.3,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2003,5.3,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2004,5.3,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2005,6.1,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2006,5.0,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2007,3.5,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2008,3.5,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2009,3.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2010,4.1,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2011,4.6,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2012,4.2,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2013,5.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2014,4.9,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2015,6.7,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2016,6.4,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2017,6.5,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2018,6.1,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2019,5.8,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2020,7.2,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,NO,2021,7.1,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,1997,17.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,1998,16.2,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,1999,18.1,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2000,24.6,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2001,26.6,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2002,27.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2003,27.1,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2004,27.2,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2005,26.7,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2006,21.3,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2007,14.7,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2008,11.4,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2009,12.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2010,14.7,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2011,15.1,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2012,15.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2013,16.4,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2014,14.6,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2015,11.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2016,9.7,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2017,8.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2018,6.5,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2019,5.8,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2020,5.3,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PL,2021,5.6,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,1994,9.4,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,1995,9.3,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,1996,9.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,1997,8.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,1998,6.4,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,1999,5.7,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2000,5.4,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2001,5.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2002,5.7,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2003,7.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2004,8.3,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2005,9.7,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2006,10.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2007,10.4,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2008,9.7,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2009,11.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2010,14.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2011,15.7,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2012,18.3,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2013,19.1,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2014,17.3,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2015,15.8,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2016,13.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2017,12.1,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2018,9.5,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2019,8.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2020,9.1,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,PT,2021,9.4,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,1997,7.1,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,1998,6.5,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,1999,6.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2000,7.7,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2001,7.2,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2002,9.3,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2003,7.7,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2004,7.5,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2005,7.7,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2006,7.3,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2007,6.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2008,5.7,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2009,7.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2010,7.3,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2011,7.6,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2012,7.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2013,7.2,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2014,6.8,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2015,7.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2016,6.2,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2017,5.2,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2018,4.4,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2019,4.5,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2020,6.1,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RO,2021,7.3,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RS,2010,26.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RS,2011,26.5,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RS,2012,27.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RS,2013,29.2,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RS,2014,25.3,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RS,2015,22.8,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RS,2016,19.1,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RS,2017,17.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RS,2018,16.4,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RS,2019,13.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RS,2020,11.5,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,RS,2021,15.3,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,1995,9.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,1996,10.5,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,1997,14.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,1998,11.3,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,1999,9.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2000,7.4,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2001,6.1,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2002,6.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2003,7.1,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2004,9.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2005,11.0,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2006,10.8,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2007,9.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2008,10.2,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2009,12.5,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2010,13.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2011,12.8,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2012,12.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2013,13.3,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2014,13.3,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2015,12.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2016,12.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2017,11.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2018,11.9,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2019,13.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2020,16.2,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SE,2021,18.6,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,1996,9.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,1997,8.8,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,1998,9.8,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,1999,9.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2000,9.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2001,8.3,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2002,8.8,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2003,10.1,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2004,9.4,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2005,10.5,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2006,10.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2007,8.3,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2008,6.8,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2009,8.7,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2010,10.4,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2011,12.6,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2012,13.4,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2013,16.5,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2014,15.1,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2015,15.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2016,12.5,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2017,10.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2018,8.3,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2019,7.3,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2020,9.5,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SI,2021,9.3,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,1998,18.0,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,1999,22.9,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2000,26.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2001,27.2,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2002,27.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2003,25.5,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2004,28.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2005,25.4,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2006,22.3,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2007,18.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2008,16.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2009,19.6,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2010,22.7,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2011,20.5,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2012,20.8,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2013,20.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2014,18.8,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2015,17.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2016,14.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2017,11.7,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2018,10.2,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2019,9.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2020,10.8,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,SK,2021,11.4,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,TR,2006,9.3,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,TR,2007,9.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,TR,2008,9.9,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,TR,2009,12.8,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,TR,2010,11.2,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,TR,2011,9.5,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,TR,2012,8.6,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,TR,2013,10.0,
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,TR,2014,11.1,b
ESTAT:HRST_ST_NUNESEX(1.0),27/04/22 23:00:00,A,RT_UNE,NON_HRSTU,F,TR,2015,11.8,
